06/05/20,43.2386,-76.1964,12986,0,86,53
06/06/20,43.2386,-76.1964,12986,0,87,35
06/07/20,43.2386,-76.1964,12986,0,75,48
06/08/20,43.2386,-76.1964,12986,0,70,35
06/01/20,42.4401,-76.2462,12986,0,66,34
06/02/20,42.4401,-76.2462,12986,0.2,65,45
06/03/20,42.4401,-76.2462,12986,0.13,74,55
06/04/20,42.4401,-76.2462,12986,0,83,51
06/05/20,42.4401,-76.2462,12986,0,81,64
06/06/20,42.4401,-76.2462,12986,0.07,75,53
06/07/20,42.4401,-76.2462,12989,0,67,44
06/08/20,42.4401,-76.2462,12989,0,72,40
06/01/20,42.8416,-75.7263,12989,0,53,37
06/02/20,42.8416,-75.7263,12989,0,61,43
06/03/20,42.8416,-75.7263,12989,0,62,52
06/04/20,42.8416,-75.7263,12989,0.01,71,53
06/05/20,42.8416,-75.7263,12989,0,81,57
06/06/20,42.8416,-75.7263,12989,0,81,60
06/07/20,42.8416,-75.7263,12997,0,74,51
06/08/20,42.8416,-75.7263,12997,0,66,46
06/01/20,42.5178,-76.3351,12997,0,55,38
06/02/20,42.5178,-76.3351,12997,0,66,46
06/03/20,42.5178,-76.3351,12997,0.25,65,53
06/04/20,42.5178,-76.3351,12997,0.15,75,52
06/05/20,42.5178,-76.3351,12997,0,83,62
06/06/20,42.5178,-76.3351,12997,0.45,85,61
06/07/20,42.5178,-76.3351,13026,0.03,75,52
06/08/20,42.5178,-76.3351,13026,0,66,43
06/01/20,43.34972,-76.38472,13026,0,64,44
06/01/20,43.3049,-76.3938,13026,0,58,48
06/02/20,43.3049,-76.3938,13026,0,64,50
06/02/20,43.34972,-76.38472,13026,0.33,67,53
06/03/20,43.34972,-76.38472,13026,0.03,74,57
06/03/20,43.3049,-76.3938,13026,0.33,67,57
06/04/20,43.3049,-76.3938,13054,0,74,56
06/04/20,43.34972,-76.38472,13054,0,85,52
06/05/20,43.3049,-76.3938,13054,0,84,59
06/05/20,43.34972,-76.38472,13054,0.02,85,63
06/06/20,43.3049,-76.3938,13054,0,87,65
06/06/20,43.34972,-76.38472,13054,0,75,54
06/07/20,43.3049,-76.3938,13054,0,75,54
06/07/20,43.34972,-76.38472,13054,0,67,49
06/08/20,43.34972,-76.38472,13064,0,71,45
06/08/20,43.3049,-76.3938,13064,0,69,49
06/01/20,43.44991,-76.53685,13064,0,61,48
06/02/20,43.44991,-76.53685,13064,0.01,66,57
06/03/20,43.44991,-76.53685,13064,0.5,67,57
06/04/20,43.44991,-76.53685,13064,0,80,56
06/05/20,43.44991,-76.53685,13064,0,82,67
06/06/20,43.44991,-76.53685,13064,0.06,78,62
06/07/20,43.44991,-76.53685,13066,0.03,66,55
06/08/20,43.44991,-76.53685,13066,0,67,50
06/01/20,43.5696,-76.1163,13066,0,59,39
06/02/20,43.5696,-76.1163,13066,0.09,65,47
06/03/20,43.5696,-76.1163,13066,0.07,65,54
06/04/20,43.5696,-76.1163,13066,0,81,49
06/05/20,43.5696,-76.1163,13066,0.02,82,58
06/06/20,43.5696,-76.1163,13066,0.08,71,58
06/07/20,43.5696,-76.1163,13118,0,61,44
